n,fronteraMax,tamClique,tiempo
102,65,2,1194104
102,65,2,1482235
102,65,2,1793035
102,65,2,1377711
102,65,2,1400980
102,65,2,1183591
102,65,2,1578724
102,65,2,1187299
102,65,2,1732712
102,65,2,1556150
102,65,2,1557924
102,65,2,1309603
102,65,2,1201738
102,65,2,1122683
102,65,2,1170129
102,65,2,1571891
102,35,2,1041111
102,65,2,1200247
102,35,2,1045072
102,65,2,1560446
102,65,2,1298648
102,65,2,1275117
102,65,2,1755460
102,65,2,1732351
102,65,2,1565975
105,67,2,1349007
105,67,2,1608625
105,67,2,1375810
105,67,2,1331198
105,67,2,1221150
105,67,2,1202126
105,67,2,1602190
105,67,2,2039239
105,67,2,1552336
105,67,2,1295458
105,67,2,1290774
105,67,2,1558081
105,67,2,1313397
105,67,2,1205545
105,67,2,1139216
105,67,2,1034298
105,67,2,1463706
105,67,2,1320623
105,67,2,1668094
105,67,2,1262518
105,67,2,1184254
105,67,2,1252671
105,67,2,1272205
105,67,2,1486804
105,67,2,1659767
105,67,2,1270564
105,67,2,1210699
105,67,2,1546419
105,67,2,1151713
105,67,2,1137327
108,69,2,1398703
108,69,2,1317424
108,69,2,1774559
108,69,2,1256714
108,69,2,1349574
108,69,2,1652828
108,69,2,1457841
108,69,2,1445189
108,69,2,2114633
108,69,2,1393130
108,69,2,1716615
108,69,2,1751125
108,69,2,1811073
108,69,2,1651243
108,69,2,1299366
108,69,2,1351934
108,69,2,1317354
108,69,2,1242999
108,69,2,1332316
108,69,2,1213513
108,69,2,1462392
108,69,2,1633789
108,69,2,1988891
108,69,2,2079494
108,69,2,1340682
108,69,2,1329423
108,69,2,1243277
108,69,2,1693217
108,69,2,1271085
108,69,2,1450612
111,71,2,1290438
111,71,2,1769100
111,71,2,1527433
111,71,2,1790575
111,71,2,1367627
111,71,2,1795087
111,71,2,1881135
111,71,2,1432036
111,71,2,1464644
111,71,2,1392052
111,71,2,2081587
111,71,2,1353219
111,71,2,1427887
111,71,2,1417839
111,71,2,1270549
