n,fronteraMax,tamClique,tiempo
15,7,2,166920
15,6,2,169837
15,6,2,209526
15,6,2,211567
15,6,2,192493
15,7,2,213863
15,6,2,186717
15,6,2,164231
15,6,2,176274
15,7,2,259892
15,7,2,177198
15,7,2,176259
15,6,2,271575
15,6,2,169161
15,6,2,169235
15,6,2,166513
15,7,2,164267
15,7,2,164149
15,7,2,167230
15,6,2,170723
15,7,2,166088
15,7,2,167199
15,6,2,163819
15,7,2,161458
15,6,2,165031
15,7,2,185917
15,7,2,162503
15,7,2,162504
15,7,2,162815
15,6,2,168710
18,9,2,189957
18,7,2,210154
18,9,2,191948
18,9,2,188893
18,7,2,187452
18,9,2,210501
18,7,2,189858
18,9,2,216932
18,9,2,246297
18,7,2,186961
18,7,2,210840
18,9,2,260309
18,9,2,208445
18,9,2,216257
18,7,2,284497
18,9,2,208709
18,9,2,244467
18,7,2,198448
18,9,2,205836
18,7,2,188212
18,7,2,226721
18,9,2,246290
18,7,2,198279
18,9,2,216889
18,9,2,206414
18,7,2,228907
18,9,2,269625
18,7,2,214181
18,9,2,214359
18,7,2,203451
21,11,2,295756
21,8,2,265656
21,11,2,254264
21,8,2,226588
21,11,2,306242
21,8,2,226786
21,8,2,250253
21,11,2,215399
21,11,2,340396
21,11,2,227779
21,8,2,280575
21,8,2,348775
21,8,2,225411
21,11,2,354254
21,11,2,242427
21,8,2,328147
21,8,2,207598
21,8,2,242429
21,11,2,333810
21,8,2,226525
21,8,2,237288
21,11,2,339361
21,8,2,228713
21,11,2,229811
21,11,2,233646
21,11,2,339285
21,8,2,240965
21,8,2,288170
21,11,2,215835
21,8,2,266484
24,13,2,234574
24,13,2,376750
24,13,2,304982
24,13,2,252688
24,13,2,321880
24,13,2,255169
24,13,2,319501
24,13,2,240917
24,13,2,238391
24,13,2,305739
24,13,2,328542
24,13,2,417862
24,13,2,250092
24,13,2,236442
24,13,2,235618
24,13,2,238781
24,13,2,307005
24,13,2,311465
24,13,2,239757
24,13,2,390765
24,13,2,350706
24,13,2,306540
24,13,2,308034
24,13,2,270125
24,13,2,234377
24,13,2,303782
24,13,2,234517
24,13,2,241151
24,13,2,238723
24,13,2,304576
27,15,2,259601
27,15,2,256659
27,15,2,284464
27,15,2,259318
27,15,2,539229
27,15,2,342133
27,15,2,258877
27,15,2,257641
27,15,2,350958
27,15,2,257943
27,15,2,261674
27,15,2,516966
27,15,2,301209
27,15,2,306284
27,15,2,369344
27,15,2,256885
27,15,2,259691
27,15,2,340846
27,15,2,335009
27,15,2,336699
27,15,2,341235
27,15,2,387602
27,15,2,335807
27,15,2,260180
27,15,2,331381
27,15,2,258677
27,15,2,262106
27,15,2,265239
27,15,2,261566
27,15,2,259423
30,17,2,283042
30,17,2,322179
30,17,2,413497
30,17,2,281434
30,17,2,327803
30,17,2,412763
30,17,2,395793
30,17,2,370091
30,17,2,281832
30,17,2,284630
30,17,2,330538
30,17,2,439129
30,17,2,338430
30,17,2,297951
30,17,2,285767
30,17,2,437896
30,17,2,282251
30,17,2,366239
30,17,2,422548
30,17,2,294453
30,17,2,496221
30,17,2,285641
30,17,2,369631
30,17,2,286553
30,17,2,282225
30,17,2,281918
30,17,2,286663
30,17,2,286682
30,17,2,284014
30,17,2,410661
33,19,2,324098
33,19,2,313161
33,19,2,312765
33,19,2,406086
33,19,2,492394
33,19,2,387239
33,19,2,310947
33,19,2,311361
33,19,2,324909
33,19,2,315915
33,19,2,558905
33,19,2,534320
33,19,2,410840
33,19,2,408210
33,19,2,471620
33,19,2,337289
33,19,2,320797
33,19,2,351396
33,19,2,310217
33,19,2,479766
33,19,2,367724
33,19,2,351398
33,19,2,315391
33,19,2,364101
33,19,2,376997
33,19,2,316795
33,19,2,364692
33,19,2,310785
33,19,2,314437
33,19,2,356253
36,21,2,341911
36,21,2,491106
36,21,2,339251
36,21,2,352942
36,21,2,524187
36,21,2,380465
36,21,2,347057
36,21,2,441968
36,21,2,341694
36,21,2,441285
36,21,2,520052
36,21,2,837748
36,21,2,337015
36,21,2,342783
36,21,2,339713
36,21,2,439883
36,21,2,387534
36,21,2,376395
36,21,2,441412
36,21,2,339510
36,21,2,517170
36,21,2,343441
36,21,2,531935
36,21,2,367684
36,21,2,441377
36,21,2,402646
36,21,2,438728
36,21,2,519508
36,21,2,336636
36,21,2,365065
39,23,2,364026
39,23,2,467841
39,23,2,385978
39,23,2,446961
39,23,2,717946
39,23,2,367493
39,23,2,476097
39,23,2,490192
39,23,2,516404
39,23,2,472338
39,23,2,468358
39,23,2,367223
39,23,2,422358
39,23,2,470250
39,23,2,474587
39,23,2,532128
39,23,2,367618
39,23,2,362798
39,23,2,392000
39,23,2,538865
39,23,2,475440
39,23,2,493769
39,23,2,366984
39,23,2,514180
39,23,2,365177
39,23,2,368708
39,23,2,474011
39,23,2,364489
39,23,2,505860
39,23,2,365204
42,25,2,413869
42,25,2,389635
42,25,2,520074
42,25,2,390063
42,25,2,478077
42,25,2,501148
42,25,2,505882
42,25,2,402311
42,25,2,388541
42,25,2,561485
42,25,2,592243
42,25,2,550579
42,25,2,430698
42,25,2,394930
42,25,2,428250
42,25,2,505667
42,25,2,508209
42,25,2,389289
42,25,2,566789
42,25,2,546605
42,25,2,534053
42,25,2,389023
42,25,2,402244
42,25,2,392052
42,25,2,444235
42,25,2,387823
42,25,2,390288
42,25,2,386347
42,25,2,392308
42,25,2,552959
45,27,2,533412
45,27,2,541806
45,27,2,489745
45,27,2,413782
45,27,2,565449
45,27,2,456814
45,27,2,536326
45,27,2,437003
45,27,2,416461
45,27,2,493378
45,27,2,660488
45,27,2,434728
45,27,2,419216
45,27,2,420207
45,27,2,538209
45,27,2,418806
45,27,2,418761
45,27,2,416927
45,27,2,415027
45,27,2,416782
45,27,2,447249
45,27,2,418737
45,27,2,415238
45,27,2,410927
45,27,2,416505
45,27,2,545215
45,27,2,545852
45,27,2,413207
45,27,2,415966
45,27,2,413603
48,29,2,440980
48,29,2,442786
48,29,2,606366
48,29,2,486173
48,29,2,602289
48,29,2,477486
48,29,2,466616
48,29,2,503875
48,29,2,576712
48,29,2,607884
48,29,2,748824
48,29,2,594090
48,29,2,490285
48,29,2,583890
48,29,2,443785
48,29,2,584216
48,29,2,573705
48,29,2,577792
48,29,2,692410
48,29,2,669623
48,29,2,537217
48,29,2,578855
48,29,2,450230
48,29,2,571090
48,29,2,445381
48,29,2,573621
48,29,2,622328
48,29,2,441223
48,29,2,654273
48,29,2,663288
51,31,2,721366
51,31,2,513027
51,31,2,472827
51,31,2,835569
51,31,2,521187
51,31,2,482441
51,31,2,570805
51,31,2,547147
51,31,2,835770
51,31,2,695353
51,31,2,505256
51,31,2,810285
51,31,2,611137
51,31,2,505735
51,31,2,469994
51,31,2,486014
51,31,2,634449
51,31,2,470739
51,31,2,648034
51,31,2,686856
51,31,2,610779
51,31,2,471102
51,31,2,496513
51,31,2,608219
51,31,2,479781
